
[00:00:00.000 --> 00:00:10.000]   [BLANK_AUDIO]
[00:00:30.000 --> 00:00:40.000]   [BLANK_AUDIO]
[00:01:00.000 --> 00:01:10.000]   [BLANK_AUDIO]
[00:01:30.000 --> 00:01:40.000]   [BLANK_AUDIO]
[00:02:00.000 --> 00:02:10.000]   [BLANK_AUDIO]
[00:02:30.000 --> 00:02:40.000]   [BLANK_AUDIO]
[00:03:00.000 --> 00:03:10.000]   [BLANK_AUDIO]
[00:03:30.000 --> 00:03:40.000]   [BLANK_AUDIO]
[00:03:40.000 --> 00:03:50.000]   [BLANK_AUDIO]
[00:03:50.000 --> 00:04:00.000]   [BLANK_AUDIO]
[00:04:00.000 --> 00:04:10.000]   [BLANK_AUDIO]
[00:04:10.000 --> 00:04:20.000]   [BLANK_AUDIO]
[00:04:20.000 --> 00:04:30.000]   [BLANK_AUDIO]
[00:04:30.000 --> 00:04:40.000]   [BLANK_AUDIO]
[00:04:40.000 --> 00:04:50.000]   [BLANK_AUDIO]
[00:04:50.000 --> 00:05:09.000]   [BLANK_AUDIO]
[00:05:09.000 --> 00:05:19.000]   [BLANK_AUDIO]
[00:05:19.000 --> 00:05:23.000]   Good evening, we will call this regular meeting of the Greatvine
[00:05:23.000 --> 00:05:30.000]   Colleville ISD Board of Directors Meeting on December 11, 2023 at 530.
[00:05:30.000 --> 00:05:33.000]   All trustees are present.
[00:05:33.000 --> 00:05:36.000]   At this time, the Greatvine Independence School District Board of Trustees and
[00:05:36.000 --> 00:05:43.000]   Central Administration will pause for a moment of silence to reflect on the continued successes of our district,
[00:05:43.000 --> 00:05:48.000]   the safety and well-being of our students, our dedicated teachers and staff and our supportive community.
[00:05:48.000 --> 00:06:06.000]   [BLANK_AUDIO]
[00:06:06.000 --> 00:06:08.000]   Thank you.
[00:06:08.000 --> 00:06:13.000]   Tonight is the time in place for our Board of Trustees to conduct the business of the school district.
[00:06:13.000 --> 00:06:17.000]   We ask that all in attendance give everyone their attention and respect.
[00:06:17.000 --> 00:06:21.000]   There is a specified public comment period for those in attendance to address the board,
[00:06:21.000 --> 00:06:27.000]   but we ask that you do not make any outside comments at this period.
[00:06:27.000 --> 00:06:31.000]   It disrupts the ability of the board to conduct the business of the district.
[00:06:31.000 --> 00:06:34.680]   If any materials need to be distributed to the board, please see Board Clerk Stephanie
[00:06:34.680 --> 00:06:36.000]   Happenstahl.
[00:06:36.000 --> 00:06:41.000]   If after at least one morning any individual continues to disrupt the meeting,
[00:06:41.000 --> 00:06:46.000]   we may request assistance from law enforcement officials to have an individual removed from the meeting.
[00:06:46.000 --> 00:06:50.000]   Thank you again for your participation in cooperation this evening.
[00:06:50.000 --> 00:06:52.000]   Now we will have the U.S. and Texas pledges.
[00:06:52.000 --> 00:06:57.000]   Tonight we are honored to have our great run high school Mustang jazz choir join us.
[00:06:57.000 --> 00:07:01.000]   They will proudly represent the team by leaving the U.S. pledge followed by the Texas pledge.
[00:07:01.000 --> 00:07:06.000]   After the pledges, we ask that these students remain standing at the front for
[00:07:06.000 --> 00:07:17.000]   a special performance and recognition tonight.
[00:07:17.000 --> 00:07:37.000]   Ready to begin.
[00:07:37.000 --> 00:08:02.000]   Alright, so in alignment with GCSD's priority one of student achievement and post-secondary
[00:08:02.000 --> 00:08:06.000]   preparedness, we are excited to celebrate this talented group of vocalists by the students
[00:08:06.000 --> 00:08:11.000]   accomplishments, it is evident that the work in GCSD supports the performance of student involvement.
[00:08:11.000 --> 00:08:19.000]   For our first recognition tonight, I'd like to invite Trustee Tammy Nakamura to present awards to these outstanding students.
[00:08:19.000 --> 00:08:24.000]   And so as you see before you our first group tonight is a great run high school Mustang jazz choir.
