
[00:00:00.000 --> 00:00:10.000]   [BLANK_AUDIO]
[00:00:30.000 --> 00:00:40.000]   [BLANK_AUDIO]
[00:01:00.000 --> 00:01:10.000]   [BLANK_AUDIO]
[00:01:30.000 --> 00:01:40.000]   [BLANK_AUDIO]
[00:02:00.000 --> 00:02:10.000]   [BLANK_AUDIO]
[00:02:30.000 --> 00:02:40.000]   [BLANK_AUDIO]
[00:03:00.000 --> 00:03:10.000]   [BLANK_AUDIO]
[00:03:30.000 --> 00:03:40.000]   [BLANK_AUDIO]
[00:04:00.000 --> 00:04:10.000]   [BLANK_AUDIO]
[00:04:30.000 --> 00:04:40.000]   [BLANK_AUDIO]
[00:05:00.000 --> 00:05:10.000]   [BLANK_AUDIO]
[00:05:30.000 --> 00:05:40.000]   [BLANK_AUDIO]
[00:05:40.000 --> 00:05:44.000]   [BLANK_AUDIO]
[00:05:44.000 --> 00:05:51.000]   Call this regular meeting of the Great Bank Polyville Board of Trustees to order on September 29th at 5.30 p.m.
[00:05:51.000 --> 00:05:57.000]   At this time, Mary Humphrey is going to open us with a moment of prayer, so please join us.
[00:05:57.000 --> 00:06:05.000]   We typically have a moment of silence right now, so I'm going to give everyone a few seconds just to have your own moment of silence and then I will speak a prayer.
[00:06:05.000 --> 00:06:14.000]   [BLANK_AUDIO]
[00:06:14.000 --> 00:06:26.000]   Father God, thank you that we have the freedom together tonight and govern ourselves as we recognize that many across the world right now and certainly through history have not had that freedom.
[00:06:26.000 --> 00:06:39.000]   I ask that your spirit would bring us peace in this room, grace as we speak and we interact with one another and wisdom to make the right and unselfish decisions.
[00:06:39.000 --> 00:06:42.000]   I pray this in the name of Jesus, amen.
[00:06:42.000 --> 00:06:46.000]   [BLANK_AUDIO]
[00:06:46.000 --> 00:06:53.000]   Thank you all for being here this evening, tonight is the time and place for our Board of Trustees to conduct the business of the school district.
[00:06:53.000 --> 00:06:57.000]   We ask that all in attendance give everyone their attention and respect.
[00:06:57.000 --> 00:07:01.000]   There is a specified public comment period for those in attendance to address the board.
[00:07:01.000 --> 00:07:08.000]   But we ask that you do not make comments outside of this time period as it disrupts the ability of the board to conduct the business of the district.
[00:07:08.000 --> 00:07:13.000]   If any materials need to be distributed to the board, please see Board Clerk, Stephanie Hepinstahl.
[00:07:13.000 --> 00:07:22.000]   If after at least one morning any individual continues to disrupt the meeting, we may request assistance from law enforcement officials to have the individual removed from the meeting.
[00:07:22.000 --> 00:07:26.000]   Thank you again for your participation and cooperation this evening.
[00:07:26.000 --> 00:07:31.000]   Tonight Superintendent Dr. Snout lead us in the pledge followed by the Texas Pledge.
[00:07:31.000 --> 00:07:38.000]   [BLANK_AUDIO]
[00:07:38.000 --> 00:07:42.000]   [BLANK_AUDIO]
[00:07:42.000 --> 00:07:52.000]   [BLANK_AUDIO]
[00:08:12.000 --> 00:08:17.000]   [BLANK_AUDIO]
[00:08:17.000 --> 00:08:22.000]   Thank you Dr. Snout, now I'd like to turn the meeting over to you for recognition.
[00:08:22.000 --> 00:08:24.000]   [BLANK_AUDIO]
[00:08:24.000 --> 00:08:27.000]   All right, well good evening everybody and thank you, we have a packed house tonight.
[00:08:27.000 --> 00:08:31.000]   Everybody's here for our students, and so that's awesome, thank you for being here.
[00:08:31.000 --> 00:08:38.000]   And so tonight we have one group that we're recognizing our national merit semi-finalists,
[00:08:38.000 --> 00:08:43.000]   and so they're probably smarter than all of us in this room, so just know that, that brings us all comfort.
[00:08:43.000 --> 00:08:52.000]   And so GCSD is proud to recognize 19 members of the class of 2026 who have been named national merit semi-finalists by the national merit scholarship corporation.
[00:08:52.000 --> 00:09:02.000]   Over 1.3 million juniors in about 20,000 high schools entered the 2026 national merit scholarship program by taking the 2024 preliminary SAT,
